argument_id,split,stance,question,value,positive_answer,negative_answer
A23114,training,in favor of,Should we ban private military companies?,Universalism: concern,private military companies only exist to continue and profit from warfare. their operations are immoral and unlawful.,
A19215,validation,in favor of,Should The vow of celibacy be abandoned?,Security: personal,"i consider it a sensitive issue, however, because of the great conflicts that this brought about in the catholic religion it is necessary to abandon this vow.",
A29387,test,in favor of,Should we prohibit flag burning?,Face,"it is a symbol that many have died to protect and out of respect, it should be made illegal.",
A20469,training,in favor of,Should we ban the use of child actors?,Hedonism,child actors are robbed of their childhood and can face much emotional turmoil as an adult from missing this important step in childhood.,
A20378,training,in favor of,Should we subsidize journalism?,Self-direction: thought,"Subsidizing journalism will enable higher salaries be paid to journalists and ensure we keep good, talented newspeople reporting the news.",
A12147,validation,in favor of,Should Holocaust denial be a criminal offence?,Conformity: interpersonal,"any argument that denies proven facts is classed as hate speech, not only is this toxic but it is also a verbal & mental attack, nobody seems to have this issue with the german's, so why is this any different?",
A24165,training,in favor of,Should we legalize organ trade?,Power: dominance,we should legalize organ trade because it will be better monitored than having organs being sold on the black market,
A19149,training,in favor of,Should we ban human cloning?,Tradition,we should ban human cloning because it raises too many legal questions regarding ownership and identity.,
E06020,training,in favor of,Should The EU enforce the obligation to respect the Rule of Law within its borders?,Benevolence: dependability,"Current concerns about rule of law infringements are simply being brushed off as 'national matters'. If this continues, how can the EU assume authority to promote democracy abroad? More strict and enforceable minimum standards must be introduced, under clearly increasing penalties for non-compliance. If shared values and democracy are indeed a requisite to be a part of the EU, then continued adherence should be a precondition to remain a part of it.",
E05072,training,in favor of,The European Union needs to equip itself with the institutional and legal tools to resolve democratic conflicts on sovereignty within its own borders?,Face,"Every nation with its own language and culture, which demands the same status as a sovereign nation within Europe, must have the right to be recognized and respected by people and other member nations/states.",
